"id","age","monthly_income","zip","credit_score","years_of_employment","dependents","approved"
72537,22,5454.44,90110,347,38,2,0.0
72538,26,7847.4,92279,512,32,4,0.0
72539,37,4268.67,94187,392,42,1,0.0
72540,26,6720.28,94760,762,21,4,0.0
72541,19,6870.63,91688,506,21,2,0.0
72542,40,7859.06,95715,666,25,1,1.0
72543,25,12637.86,92808,731,33,2,0.0
72544,43,4722.42,94926,710,23,1,0.0
72545,38,2718.84,95368,777,25,5,0.0
72546,31,3765.37,95707,564,36,2,0.0
72547,41,6702.62,90945,325,22,1,1.0
72548,35,7184.02,95652,456,32,5,1.0
72549,21,4595.39,95940,437,20,2,0.0
72550,34,11659.41,95660,806,45,1,1.0
72551,22,4660.32,91474,474,16,5,0.0
72552,34,4724.5,91220,738,41,2,0.0
72553,41,3744.79,93185,529,15,2,0.0
72554,26,8654.2,91293,400,3,4,0.0
72555,31,3617.12,92175,823,38,2,0.0
72556,34,4487.36,94956,341,17,1,0.0
72557,42,3163.09,92093,385,8,3,0.0
72558,39,8407.06,91332,608,28,4,1.0
72559,22,4468.12,93176,685,41,1,0.0
72560,41,5522.32,91968,565,28,2,0.0
72561,25,9639.5,91980,721,25,1,0.0
72562,29,5630.22,95696,400,31,3,0.0
72563,32,4309.92,91521,392,28,5,0.0
72564,37,1915.76,94593,841,39,5,0.0
72565,38,10877.9,95443,594,3,1,1.0
72566,24,3193.91,90858,625,44,5,0.0
72567,23,7018.03,95704,554,17,1,0.0
72568,31,6018.2,94369,790,16,4,1.0
72569,36,14119.08,95173,767,14,4,1.0
72570,23,6281.34,92297,727,26,4,0.0
72571,19,3605.18,95791,403,10,1,0.0
72572,30,4746.62,91583,620,3,3,0.0
72573,42,8521.68,95324,443,7,5,1.0
72574,26,9437.53,91207,757,36,1,0.0
72575,20,9249.46,94235,452,2,1,0.0
72576,40,6114.71,90087,466,14,3,1.0
72577,26,5342.66,95450,354,43,3,0.0
72578,35,7773.83,93663,642,7,3,1.0
72579,34,4841.08,95933,398,15,3,0.0
72580,32,9425.25,93718,423,8,2,1.0
72581,39,5261.6,90764,652,17,1,0.0
72582,38,10263.65,93613,839,37,5,1.0
72583,28,4795.78,92604,408,14,3,0.0
72584,30,8192.01,90084,614,12,2,1.0
72585,32,5710.59,95837,709,39,4,0.0
72586,24,3192.04,92540,697,5,3,0.0
72587,29,7022.68,94052,675,30,4,0.0
72588,33,6156.75,95908,603,11,1,1.0
72589,37,5279.08,91261,425,29,3,0.0
72590,40,9020.28,93579,380,32,3,1.0
72591,27,12628.09,94094,697,21,2,0.0
72592,26,8682.89,92693,850,11,4,0.0
72593,21,5573.22,91453,552,9,1,0.0
72594,36,7909.92,92022,599,26,5,1.0
72595,25,4599.14,93686,724,26,3,0.0
72596,22,9858.69,91149,428,7,5,0.0
72597,19,6806.52,95225,708,29,1,0.0
72598,37,4424.21,91065,780,14,4,0.0
72599,36,2658.52,94265,389,21,2,0.0
72600,21,8984.39,92414,830,29,5,0.0
72601,29,6311.94,90310,454,8,4,0.0
72602,42,2052.0,94096,833,36,3,0.0
72603,45,4734.47,92008,384,2,5,0.0
72604,24,5060.37,90384,622,28,2,0.0
72605,33,7226.77,95551,473,44,1,1.0
72606,32,7710.46,95612,307,35,4,1.0
72607,25,7505.93,93026,501,14,3,0.0
72608,42,5243.86,94652,471,13,3,0.0
72609,27,3241.5,92062,809,3,2,0.0
72610,25,7986.11,91015,540,42,3,0.0
72611,31,8797.25,92539,705,21,4,1.0
72612,28,9263.15,93279,404,37,4,0.0
72613,24,9105.38,91755,421,29,3,0.0
72614,34,5077.7,94506,717,23,1,0.0
72615,18,3118.27,96135,432,37,3,0.0
72616,39,6034.0,90376,497,16,1,1.0
72617,36,6296.52,94219,842,36,1,1.0
72618,32,8953.98,90889,375,38,5,1.0
72619,25,10047.99,92975,765,13,3,0.0
72620,29,4813.19,93787,450,37,2,0.0
72621,29,1088.02,95601,716,21,3,0.0
72622,39,5622.99,91660,666,35,2,0.0
72623,28,10369.62,92860,718,15,2,0.0
72624,26,1609.74,91832,531,20,1,0.0
72625,26,5774.88,91310,705,11,3,0.0
72626,32,2892.57,92501,666,24,1,0.0
72627,23,8456.21,90170,829,43,3,0.0
72628,29,8878.72,93231,645,43,2,0.0
72629,23,1701.22,94035,798,40,5,0.0
72630,28,2965.28,93366,579,44,4,0.0
72631,23,9527.43,91012,669,43,5,0.0
72632,32,2200.15,93739,549,30,1,0.0
72633,41,1899.99,93151,730,8,5,0.0
72634,18,3974.64,94464,839,18,3,0.0
72635,32,12054.63,93076,706,4,4,1.0
72636,25,3009.71,95897,486,11,1,0.0
72637,20,4412.46,95947,766,31,1,0.0
72638,31,7806.08,93014,822,21,3,1.0
72639,22,2595.76,94867,465,28,3,0.0
72640,24,8155.66,94761,477,3,3,0.0
72641,41,6244.87,91229,599,14,2,1.0
72642,40,7302.11,91881,476,3,2,1.0
72643,29,1146.4,95549,400,44,4,0.0
72644,41,12409.22,90501,653,18,3,1.0
72645,21,3926.72,90355,829,41,1,0.0
72646,31,4297.36,93829,419,25,1,0.0
72647,19,9217.32,94457,815,22,2,0.0
72648,39,5790.16,94454,519,29,3,0.0
72649,33,4156.81,93779,326,11,1,0.0
72650,27,8740.32,91049,361,32,4,0.0
72651,33,8128.26,90096,378,30,2,1.0
72652,41,7327.38,95456,833,19,1,1.0
72653,32,9197.58,95063,781,22,3,1.0
72654,27,6741.28,91765,395,8,5,0.0
72655,31,11863.05,95935,633,31,2,1.0
72656,33,8163.98,95346,626,16,1,1.0
72657,30,5921.17,94040,761,4,5,0.0
72658,23,5154.11,93755,549,14,1,0.0
72659,40,8213.35,94848,568,35,3,1.0
72660,25,1210.35,91663,562,1,3,0.0
72661,20,4430.83,95523,679,41,3,0.0
72662,30,8945.5,90817,511,29,2,1.0
72663,30,6699.0,93083,408,45,1,1.0
72664,28,5556.47,95124,689,13,3,0.0
72665,23,4807.3,94589,674,36,1,0.0
72666,37,3208.63,92922,302,40,4,0.0
72667,28,7825.93,94067,436,24,5,0.0
72668,30,3073.16,95075,730,13,5,0.0
72669,22,5066.47,91912,762,10,2,0.0
72670,34,12596.71,93989,662,4,4,1.0
72671,21,8961.13,95184,834,41,3,0.0
72672,40,6483.12,92223,688,1,2,1.0
72673,31,1384.6,93984,338,20,5,0.0
72674,38,8539.72,94344,648,43,4,1.0
72675,25,7431.0,95009,634,5,2,0.0
72676,27,10564.86,92548,727,41,3,0.0
72677,27,1028.82,93987,471,29,1,0.0
72678,22,5045.04,95790,732,24,3,0.0
72679,22,6435.55,95086,607,41,1,0.0
72680,22,3604.17,90718,512,18,5,0.0
72681,29,4338.14,94654,562,43,1,0.0
72682,44,4058.46,93734,788,25,3,0.0
72683,42,6498.9,91595,678,25,1,1.0
72684,31,9621.71,95119,600,35,2,1.0
72685,41,3432.27,94286,470,16,4,0.0
72686,37,3734.4,91546,481,41,4,0.0
72687,30,5258.05,90729,814,36,1,0.0
72688,37,2243.05,95887,378,2,5,0.0
72689,42,7950.47,96001,646,24,1,1.0
72690,31,4066.18,91605,583,36,3,0.0
72691,26,9276.49,93235,339,11,3,0.0
72692,26,6499.57,93187,688,45,4,0.0
72693,24,7850.64,95898,435,6,5,0.0
72694,26,11304.36,95796,808,26,4,0.0
72695,39,5876.86,91129,512,34,4,0.0
72696,35,4026.9,91921,613,14,4,0.0
72697,28,1652.64,93392,477,39,1,0.0
72698,35,8136.45,91946,667,3,4,1.0
72699,37,8463.16,91655,397,7,5,1.0
72700,42,5515.36,93462,767,10,4,0.0
72701,38,7868.93,96017,742,7,5,1.0
72702,25,4415.75,92880,779,45,5,0.0
72703,36,8163.68,91553,527,35,5,1.0
72704,41,4386.79,95834,491,29,3,0.0
72705,26,4036.87,92925,551,22,2,0.0
72706,43,2332.76,90996,451,10,2,0.0
72707,43,6660.83,94329,591,42,4,1.0
72708,45,6361.18,95484,466,1,3,1.0
72709,21,5617.48,95668,374,4,4,0.0
72710,26,5980.42,90373,742,11,2,0.0
72711,41,9197.41,91619,649,17,4,1.0
72712,25,9442.26,91011,569,31,5,0.0
72713,27,1041.91,94028,768,8,4,0.0
72714,25,5005.78,91530,648,9,3,0.0
72715,32,3187.16,91097,700,44,3,0.0
72716,24,5745.95,93777,501,41,4,0.0
72717,22,3976.15,93098,510,18,1,0.0
72718,41,6143.45,94861,792,35,1,1.0
72719,26,6124.06,94537,382,2,3,0.0
72720,28,6731.18,91803,374,21,2,0.0
72721,35,2633.72,90982,493,33,3,0.0
72722,31,1109.95,92226,365,16,4,0.0
72723,42,9962.95,92772,569,25,2,1.0
72724,34,7585.63,91367,679,15,1,1.0
72725,24,6342.62,92928,425,34,5,0.0
72726,37,4512.15,95017,388,32,5,0.0
72727,23,7596.16,92192,566,38,3,0.0
72728,26,5773.98,95892,698,16,2,0.0
72729,22,5189.28,95281,485,8,3,0.0
72730,35,11360.07,96068,707,45,4,1.0
72731,27,6282.49,95281,735,7,5,0.0
72732,22,7109.56,90191,587,16,5,0.0
72733,23,8017.78,93125,580,34,1,0.0
72734,36,7381.93,92260,395,12,5,1.0
72735,27,4240.95,90749,720,6,1,0.0
72736,21,5023.09,93784,513,34,5,0.0
72737,28,6521.48,91552,824,3,1,0.0
72738,23,5358.67,92379,834,39,3,0.0
72739,23,5403.15,95135,776,40,4,0.0
72740,21,3689.61,92631,744,21,3,0.0
72741,40,6205.83,95256,673,15,5,1.0
72742,35,4807.23,91179,464,27,1,0.0
72743,42,2737.47,91660,320,3,4,0.0
72744,32,9665.9,90706,424,35,1,1.0
72745,32,7316.1,92535,707,26,1,1.0
72746,32,6259.64,94406,656,31,2,1.0
72747,20,9578.66,95402,364,11,3,0.0
72748,33,8234.2,90186,774,3,1,1.0
72749,38,6488.02,93816,533,12,2,1.0
72750,34,8542.33,95644,653,8,4,1.0
72751,22,9051.46,91463,665,38,4,0.0
72752,18,5937.14,94975,531,3,1,0.0
72753,26,3815.0,92051,449,42,1,0.0
72754,39,1344.58,92497,595,2,3,0.0
72755,20,4346.39,91181,850,7,1,0.0
72756,39,3736.66,94859,558,18,2,0.0
72757,32,7997.8,90282,779,17,1,1.0
72758,31,5582.87,95658,391,23,1,0.0
72759,29,4533.25,92879,389,13,4,0.0
72760,20,11289.89,94271,767,29,3,0.0
72761,38,4969.58,95962,707,42,4,0.0
72762,30,7215.08,90911,681,20,4,1.0
72763,41,5033.28,91946,646,8,1,0.0
72764,33,7125.85,94529,311,13,2,1.0
72765,34,5237.71,90709,669,32,2,0.0
72766,34,4848.74,96097,407,21,3,0.0
72767,30,8180.72,95697,529,28,3,1.0
72768,27,8090.3,91921,826,20,3,0.0
72769,23,4289.27,92614,793,29,4,0.0
72770,38,4055.39,90645,352,14,4,0.0
72771,37,4973.81,91469,345,39,3,0.0
72772,19,9192.62,94541,718,43,5,0.0
72773,33,9838.73,91373,337,19,3,1.0
72774,33,7002.56,92208,457,36,2,1.0
72775,24,9258.9,93347,579,11,2,0.0
72776,30,8330.39,93516,337,41,4,1.0
72777,35,6870.06,94442,815,7,5,1.0
72778,37,5457.22,92712,816,10,4,0.0
72779,34,9763.14,91772,647,35,5,1.0
72780,26,3504.5,93101,306,34,2,0.0
72781,23,2297.35,95958,340,23,4,0.0
72782,20,4579.89,90529,511,32,5,0.0
72783,32,6092.2,93450,741,25,3,1.0
72784,26,10591.57,95132,664,29,2,0.0
72785,24,5162.16,92861,764,22,4,0.0
72786,25,2288.83,91644,517,31,1,0.0
72787,38,4371.56,91803,833,24,5,0.0
72788,39,1755.69,93899,510,38,2,0.0
72789,39,4759.97,90429,718,10,3,0.0
72790,34,9169.57,95761,609,18,5,1.0
72791,39,5299.98,91975,526,10,2,0.0
72792,30,7604.72,91262,442,5,1,1.0
72793,34,9123.23,96055,759,42,5,1.0
72794,29,8251.59,94434,525,26,1,0.0
72795,35,11498.17,90743,324,1,4,1.0
72796,36,8977.04,95559,513,21,5,1.0
72797,20,8814.88,94238,812,29,1,0.0
72798,45,2562.32,94682,662,25,5,0.0
72799,21,9092.12,92155,814,43,3,0.0
72800,24,2477.43,91348,753,25,2,0.0
72801,36,1694.38,90694,510,19,4,0.0
72802,31,5275.94,95080,538,2,1,0.0
72803,36,8133.47,95941,606,5,3,1.0
72804,40,5915.55,91248,441,30,2,0.0
72805,29,5616.98,92297,797,15,4,0.0
72806,29,5666.18,90303,612,18,4,0.0
72807,32,7219.24,90061,739,10,4,1.0
72808,20,8984.64,94917,431,11,2,0.0
72809,23,6550.2,93411,630,1,1,0.0
72810,45,2103.5,90141,307,12,4,0.0
72811,21,2788.63,91600,750,39,3,0.0
72812,24,14811.46,94146,302,21,4,0.0
72813,28,8261.14,90935,326,31,4,0.0
72814,45,9152.15,90649,841,9,5,1.0
72815,30,4184.67,92674,344,17,4,0.0
72816,22,3934.03,93371,719,35,1,0.0
72817,31,6852.75,90930,490,18,2,1.0
72818,31,4713.74,92977,505,8,2,0.0
72819,19,7944.97,94198,472,8,5,0.0
72820,43,11631.05,93773,502,24,2,1.0
72821,28,10851.78,90754,783,43,4,0.0
72822,26,3498.59,95616,410,31,2,0.0
72823,32,4257.94,90501,324,20,3,0.0
72824,31,2000.74,90375,793,22,2,0.0
72825,26,3465.73,94806,536,15,4,0.0
72826,29,4644.9,91224,792,37,4,0.0
72827,37,3989.56,92565,825,9,4,0.0
72828,26,2064.76,92169,844,18,4,0.0
72829,35,13678.92,93795,492,23,1,1.0
72830,35,3034.52,94950,315,2,2,0.0
72831,35,4193.1,91448,534,45,1,0.0
72832,37,3033.99,91227,476,24,1,0.0
72833,26,10175.75,92864,640,23,5,0.0
72834,45,8565.76,91833,555,23,3,1.0
72835,37,3017.43,92846,534,18,2,0.0
72836,29,4154.7,90148,513,27,5,0.0
72837,28,4869.73,93898,658,39,2,0.0
72838,32,6268.61,92950,766,28,1,1.0
72839,35,7584.56,92854,622,13,2,1.0
72840,35,4254.1,93043,782,23,4,0.0
72841,21,10761.81,94943,677,19,2,0.0
72842,38,6936.97,96069,636,37,5,1.0
72843,21,1939.07,92488,723,16,5,0.0
72844,32,7537.38,92870,569,15,1,1.0
72845,33,5472.65,92036,562,4,4,0.0
72846,28,4023.95,94092,304,6,4,0.0
72847,23,5773.77,91831,707,34,2,0.0
72848,33,3460.69,96004,586,42,3,0.0
72849,39,15549.83,94776,811,12,3,1.0
72850,38,9037.76,93980,620,25,3,1.0
72851,43,8197.0,92399,638,12,2,1.0
72852,34,7298.27,92225,534,29,2,1.0
72853,28,6100.94,90097,801,26,4,0.0
72854,32,1263.48,95608,772,2,1,0.0
72855,33,11577.04,93317,764,31,2,1.0
72856,23,5677.61,92850,536,38,4,0.0
72857,22,2641.77,91772,377,44,1,0.0
72858,41,3362.21,90200,361,35,4,0.0
72859,35,7087.28,90657,689,36,4,1.0
72860,36,5723.7,94896,319,2,3,0.0
72861,20,13544.86,94012,486,31,5,0.0
72862,20,4011.12,95764,616,9,5,0.0
72863,30,10945.79,95282,539,14,3,1.0
72864,29,11102.78,93350,486,32,2,0.0
72865,32,6846.3,94307,377,1,5,1.0
72866,27,3221.89,91731,332,1,3,0.0
72867,43,6023.29,90747,689,41,4,1.0
72868,27,5802.93,94831,367,42,2,0.0
72869,19,4904.87,92688,592,2,3,0.0
72870,38,6826.74,95633,675,40,1,1.0
72871,30,9510.15,93794,419,40,1,1.0
72872,38,10229.82,92877,840,4,1,1.0
72873,34,8411.6,95816,332,25,3,1.0
72874,34,2058.25,90566,688,20,2,0.0
72875,22,3820.1,93678,693,22,1,0.0
72876,35,6564.61,92417,704,33,4,1.0
72877,35,2798.05,90425,571,1,4,0.0
72878,35,4378.64,92450,668,14,3,0.0
72879,38,5759.62,93319,573,6,1,0.0
72880,34,8018.46,93354,774,14,4,1.0
72881,36,4473.67,91236,433,33,3,0.0
72882,27,5849.99,92210,825,39,2,0.0
72883,20,5764.23,91489,475,9,2,0.0
72884,21,1372.22,94753,749,12,3,0.0
72885,18,7982.03,93826,525,3,3,0.0
72886,34,6611.05,91876,740,32,3,1.0
72887,31,4166.65,94294,467,30,4,0.0
72888,36,5089.96,93898,710,23,2,0.0
72889,18,3613.24,90251,660,34,1,0.0
72890,30,3884.02,91087,300,7,4,0.0
72891,20,5206.01,95895,841,32,1,0.0
72892,35,5191.48,96095,582,28,2,0.0
72893,37,4940.34,94225,464,13,1,0.0
72894,39,6725.12,90848,847,19,4,1.0
72895,25,4455.39,94776,787,3,1,0.0
72896,24,9813.77,93917,372,17,2,0.0
72897,29,7077.47,95924,516,34,5,0.0
72898,34,6189.99,91769,503,22,1,1.0
72899,35,1159.86,96048,827,12,5,0.0
72900,30,7029.61,94093,472,7,2,1.0
72901,34,3893.81,93353,813,28,5,0.0
72902,26,8971.67,95702,657,31,2,0.0
72903,28,14052.96,93917,324,11,1,0.0
72904,20,8506.97,93876,837,37,4,0.0
72905,23,6605.3,94314,517,45,2,0.0
72906,25,5116.4,94387,537,26,3,0.0
72907,30,6118.28,93998,503,3,5,1.0
72908,29,3736.41,91827,629,23,3,0.0
72909,32,4014.67,94027,369,7,5,0.0
72910,27,8038.0,96145,397,14,5,0.0
72911,23,3119.68,93485,659,40,5,0.0
72912,42,11413.34,95487,579,7,4,1.0
72913,18,3460.73,94630,395,29,5,0.0
72914,29,6744.98,95817,845,38,1,0.0
72915,23,3961.01,93589,302,15,5,0.0
72916,23,1259.2,91035,385,44,5,0.0
72917,31,6322.9,95178,666,31,2,1.0
72918,34,3247.46,91965,508,3,5,0.0
72919,34,1852.65,94863,357,30,3,0.0
72920,38,6469.97,94891,573,19,1,1.0
72921,26,3559.2,92117,542,9,1,0.0
72922,44,8951.01,93676,532,14,5,1.0
72923,33,6513.56,94959,672,38,5,1.0
72924,39,8708.11,92283,541,17,2,1.0
72925,27,5403.57,90857,551,19,5,0.0
72926,32,11976.38,93278,763,24,3,1.0
72927,31,4297.75,91697,348,38,1,0.0
72928,34,2785.5,93597,719,9,2,0.0
72929,35,5486.01,95830,811,27,3,0.0
72930,32,3057.23,92161,777,44,2,0.0
72931,44,2202.19,92074,630,18,5,0.0
72932,36,7637.47,94884,788,9,3,1.0
72933,28,4694.97,95216,653,37,4,0.0
72934,34,2420.42,93900,628,15,2,0.0
72935,29,7432.53,90366,535,1,2,0.0
72936,25,7851.11,94236,377,5,1,0.0
72937,19,8596.12,93726,486,24,1,0.0
72938,42,4582.44,93200,795,10,4,0.0
72939,29,7086.89,91458,826,33,3,0.0
72940,20,9398.11,95031,456,29,3,0.0
72941,31,5940.68,91536,409,18,1,0.0
72942,22,10189.61,90793,348,39,2,0.0
72943,24,8723.14,95831,694,23,1,0.0
72944,38,6073.33,91201,460,7,5,1.0
72945,41,3607.97,94049,476,13,5,0.0
72946,26,14460.83,95331,484,9,3,0.0
72947,21,2897.58,91927,328,39,5,0.0
72948,20,6151.68,92072,418,39,3,0.0
72949,36,8788.2,91204,597,18,4,1.0
72950,25,9810.15,91508,532,14,2,0.0
72951,23,3698.06,94411,552,1,1,0.0
72952,25,10180.53,91562,516,8,3,0.0
72953,31,7488.59,94993,834,12,3,1.0
72954,20,1742.31,92838,400,37,3,0.0
72955,32,7161.02,95857,469,8,2,1.0
72956,27,7340.14,91836,824,3,1,0.0
72957,36,10168.14,95143,643,39,4,1.0
72958,27,14684.61,93033,311,8,5,0.0
72959,29,1873.24,95908,802,9,5,0.0
72960,20,3840.27,93838,425,6,4,0.0
72961,27,7147.13,92886,594,7,1,0.0
72962,35,7387.02,95298,704,16,3,1.0
72963,35,4613.59,95458,494,37,3,0.0
72964,31,4558.58,93449,815,20,4,0.0
72965,22,9635.75,91736,321,34,3,0.0
72966,31,4397.72,93283,691,20,3,0.0
72967,19,10521.01,91287,721,2,2,0.0
72968,29,6828.16,94560,742,45,4,0.0
72969,24,9431.5,96033,612,26,2,0.0
72970,21,3450.19,92628,758,30,5,0.0
72971,33,3945.32,91845,445,43,5,0.0
72972,27,5718.56,92727,819,10,4,0.0
72973,36,3862.06,95851,482,35,5,0.0
72974,24,9658.88,94885,377,9,2,0.0
72975,42,4853.98,94638,695,19,3,0.0
72976,27,6598.75,94165,578,26,4,0.0
72977,43,8916.68,93886,450,18,5,1.0
72978,22,3349.36,95680,428,31,3,0.0
72979,37,4072.27,93733,363,12,4,0.0
72980,41,4214.81,93594,681,23,4,0.0
72981,34,4608.54,90642,450,3,5,0.0
72982,27,11262.51,95394,738,7,1,0.0
72983,42,7333.54,93303,508,33,3,1.0
72984,35,4753.72,94879,591,8,4,0.0
72985,28,7181.91,95600,482,21,5,0.0
72986,34,4512.12,94276,678,22,3,0.0
72987,30,7643.45,91467,593,27,5,1.0
72988,20,4393.27,93791,414,16,2,0.0
72989,31,6912.82,93853,685,1,4,1.0
72990,26,5995.08,92612,562,42,5,0.0
72991,22,4545.21,92503,752,28,1,0.0
72992,24,7357.86,93491,611,14,5,0.0
72993,39,8013.8,94682,715,45,4,1.0
72994,42,8602.43,91836,580,17,4,1.0
72995,37,4430.9,92167,656,40,2,0.0
72996,20,4589.6,91899,333,13,4,0.0
72997,25,4528.74,90364,747,37,2,0.0
72998,26,9504.23,92776,512,10,2,0.0
72999,26,7702.31,92297,831,29,1,0.0
73000,35,5690.06,90746,757,40,3,0.0
73001,40,8458.21,92147,849,10,5,1.0
73002,29,1663.02,91630,464,9,3,0.0
73003,21,4437.98,91825,667,21,5,0.0
73004,29,1801.99,94145,841,21,3,0.0
73005,36,3959.47,93321,805,32,4,0.0
73006,28,6362.2,93051,529,37,2,0.0
73007,23,4939.45,95993,658,31,3,0.0
73008,37,1811.05,96137,475,1,2,0.0
73009,27,7534.51,94974,602,1,2,0.0
73010,21,9000.4,94697,389,18,5,0.0
73011,36,6150.73,93046,551,41,1,1.0
73012,30,9701.94,94523,465,22,5,1.0
73013,40,3508.27,95356,604,15,5,0.0
73014,21,5555.15,95100,710,1,1,0.0
73015,26,6589.34,94065,508,11,3,0.0
73016,30,5296.11,94781,344,17,4,0.0
73017,22,8989.97,93010,754,33,3,0.0
73018,25,3369.27,95725,694,11,2,0.0
73019,33,2176.99,91829,618,30,1,0.0
73020,28,9001.46,93166,677,42,5,0.0
73021,22,10176.56,93061,470,5,2,0.0
73022,32,3785.83,93576,812,19,2,0.0
73023,34,5294.72,95058,470,41,1,0.0
73024,29,9341.54,94377,650,31,2,0.0
73025,43,5981.51,95781,822,13,1,0.0
73026,34,5551.23,92998,496,20,5,0.0
73027,42,3857.97,95045,751,26,3,0.0
73028,38,6973.0,91807,819,4,3,1.0
73029,28,5666.91,95612,446,12,4,0.0
73030,33,8315.32,94683,468,11,5,1.0
73031,25,4901.39,96030,747,7,5,0.0
73032,26,1752.66,90223,724,41,5,0.0
73033,36,9746.32,92170,369,6,2,1.0
73034,34,4142.17,93553,524,15,1,0.0
73035,28,1856.52,91954,718,42,3,0.0
73036,31,3707.15,91981,811,2,3,0.0
73037,38,7250.03,92306,782,32,1,1.0
73038,33,5710.71,90390,811,44,2,0.0
73039,32,11589.18,95308,781,15,4,1.0
73040,23,1961.69,95688,738,4,4,0.0
73041,38,6085.04,92206,425,40,4,1.0
73042,28,11242.13,91194,310,18,3,0.0
73043,21,7760.1,90638,311,5,5,0.0
73044,39,6693.36,93942,607,1,1,1.0
73045,32,5824.82,92662,616,35,3,0.0
73046,28,6050.4,90996,840,24,3,0.0
73047,20,3825.32,92016,642,3,5,0.0
73048,32,2585.31,92725,640,14,5,0.0
73049,41,4538.89,94301,347,41,4,0.0
73050,44,6467.04,94169,300,7,3,1.0
73051,33,6068.6,91551,714,18,4,1.0
73052,30,2388.69,95155,462,32,2,0.0
73053,33,4235.91,91142,749,4,5,0.0
73054,33,7350.76,92468,319,4,1,1.0
73055,31,6970.15,94158,370,31,2,1.0
73056,20,5496.69,91301,591,36,3,0.0
73057,28,4569.9,93359,679,21,1,0.0
73058,35,8561.06,91373,461,32,4,1.0
73059,27,10622.81,95906,640,26,3,0.0
73060,41,7518.08,94004,810,41,2,1.0
73061,40,8156.44,94022,325,6,4,1.0
73062,19,7301.21,92423,493,8,3,0.0
73063,38,3132.94,94231,744,15,5,0.0
73064,23,8162.46,92613,739,31,4,0.0
73065,41,7162.4,95674,426,1,4,1.0
73066,31,2804.08,93195,325,18,1,0.0
73067,25,4791.78,94682,541,22,4,0.0
73068,22,5603.24,94741,383,36,1,0.0
73069,35,7862.08,93209,366,2,4,1.0
73070,39,11886.63,90375,512,7,1,1.0
73071,21,4180.6,90777,687,38,3,0.0
73072,28,6627.8,93765,632,13,3,0.0
73073,31,9464.81,94226,490,26,3,1.0
73074,30,8700.0,91720,523,21,4,1.0
73075,45,1819.46,91024,403,44,2,0.0
73076,27,7524.06,92584,730,34,2,0.0
73077,21,1330.5,94818,684,39,5,0.0
73078,28,3993.84,93980,528,40,1,0.0
73079,33,4222.74,92924,327,32,5,0.0
73080,18,3656.16,93547,829,5,2,0.0
73081,30,7865.14,94394,378,14,3,1.0
73082,43,7698.72,92148,303,11,5,1.0
73083,28,6328.26,91212,815,4,5,0.0
73084,28,8859.85,91065,573,22,2,0.0
73085,34,5372.32,91303,520,38,4,0.0
73086,35,3933.03,94454,518,29,1,0.0
73087,28,9371.55,93580,446,39,2,0.0
73088,23,11120.65,95238,767,23,4,0.0
73089,36,4381.66,92824,381,26,1,0.0
73090,26,4289.13,93350,454,11,3,0.0
73091,35,11416.43,92705,353,38,3,1.0
73092,32,3915.7,91949,812,42,5,0.0
73093,23,6003.65,92123,749,27,3,0.0
73094,43,7991.23,90133,725,8,4,1.0
73095,39,3216.37,93667,811,14,5,0.0
73096,24,5061.36,94504,782,41,1,0.0
73097,29,1591.35,90371,452,13,2,0.0
73098,37,8478.59,94801,623,22,5,1.0
73099,24,7049.01,93827,726,41,3,0.0
73100,20,5986.45,93482,669,14,3,0.0
73101,25,3531.61,90799,637,36,4,0.0
73102,36,6388.13,92655,621,7,3,1.0
73103,21,6325.99,92661,312,13,4,0.0
73104,36,7797.65,95682,738,28,1,1.0
73105,35,8402.08,91896,564,21,2,1.0
73106,36,3373.14,95523,565,22,3,0.0
73107,31,4104.99,92027,355,1,5,0.0
73108,29,7568.07,95679,487,4,1,0.0
73109,30,8231.38,91137,339,40,2,1.0
73110,41,5384.04,90220,782,34,1,0.0
73111,32,7890.47,90219,506,23,1,1.0
73112,30,2212.08,95432,830,30,2,0.0
73113,20,3390.55,91387,403,38,1,0.0
73114,23,10762.26,91258,639,8,4,0.0
73115,32,5822.69,95841,691,31,2,0.0
73116,31,8295.87,93367,844,24,4,1.0
73117,40,1552.02,93652,627,6,4,0.0
73118,25,3953.99,91665,797,20,4,0.0
73119,25,7524.33,95632,464,3,2,0.0
73120,34,5941.89,95050,302,38,4,0.0
73121,34,3116.25,94223,612,35,2,0.0
73122,40,6556.84,90422,400,16,3,1.0
73123,38,9717.4,90672,815,4,4,1.0
73124,45,6900.74,93910,364,7,4,1.0
73125,38,5403.43,93858,393,16,5,0.0
73126,24,9601.66,94364,318,6,4,0.0
73127,28,4920.14,93234,328,26,4,0.0
73128,40,1210.91,90396,468,31,3,0.0
73129,26,5112.48,90364,348,4,4,0.0
73130,27,7548.94,94765,789,36,2,0.0
73131,25,4969.43,92984,775,30,4,0.0
73132,31,5405.87,91854,504,28,4,0.0
73133,32,3382.22,93749,545,7,1,0.0
73134,31,1583.96,95502,690,45,5,0.0
73135,32,7916.8,91472,688,3,2,1.0
73136,22,7394.56,91244,708,17,5,0.0
73137,28,6841.88,96087,420,38,4,0.0
73138,31,5198.06,91382,694,6,1,0.0
73139,22,7611.65,95273,555,16,4,0.0
73140,40,3797.46,94651,399,40,1,0.0
73141,20,4148.37,91174,689,42,5,0.0
73142,36,9134.7,93885,834,44,2,1.0
73143,36,1988.44,90696,393,38,4,0.0
