"id","age","monthly_income","zip","credit_score","years_of_employment","dependents","approved"
85029,29,8422.25,94939,453,31,5,0.0
85030,36,8221.8,92346,713,19,3,1.0
85031,25,2749.73,90709,493,38,3,0.0
85032,29,11091.38,92413,406,25,4,0.0
85033,29,10965.79,94801,377,39,3,0.0
85034,26,13072.67,91594,506,39,4,0.0
85035,22,4322.8,93458,440,34,3,0.0
85036,28,12797.4,92045,837,5,2,0.0
85037,24,16327.14,95828,527,32,5,0.0
85038,26,12224.29,93571,785,7,1,0.0
85039,36,10054.86,92754,685,23,1,1.0
85040,26,9616.4,94353,811,32,3,0.0
85041,26,12294.65,91538,382,9,1,0.0
85042,30,12978.81,92720,638,6,4,1.0
85043,30,15239.22,90816,729,8,1,1.0
85044,27,8045.83,91432,824,25,2,0.0
85045,37,11430.53,95153,523,17,1,1.0
85046,23,8294.96,94685,806,6,5,0.0
85047,36,9387.91,91092,810,34,3,1.0
85048,38,12374.74,91175,413,3,3,1.0
85049,40,8535.71,90524,763,19,5,1.0
85050,31,10313.41,93430,428,29,2,1.0
85051,34,18505.82,90148,727,28,3,1.0
85052,32,14231.51,92862,711,10,5,1.0
85053,36,9616.0,90075,721,32,5,1.0
85054,37,7730.47,91435,767,23,2,1.0
85055,43,9657.0,91954,436,14,2,1.0
85056,20,12877.32,94782,841,43,2,0.0
85057,26,8323.28,92876,833,18,3,0.0
85058,37,4150.56,92196,356,10,5,1.0
85059,32,17050.06,94558,848,6,3,1.0
85060,39,9155.97,94530,652,14,5,1.0
85061,26,8689.35,94868,562,6,2,0.0
85062,22,14444.77,92257,799,43,2,0.0
85063,21,9372.51,96093,688,12,4,0.0
85064,25,9394.54,90854,768,43,2,0.0
85065,33,13624.18,94609,727,10,1,1.0
85066,37,13110.97,93129,475,10,4,1.0
85067,39,10241.6,95229,437,33,4,1.0
85068,27,5047.92,95996,382,23,5,0.0
85069,23,11508.58,96040,713,6,5,0.0
85070,28,6365.36,95378,641,35,1,0.0
85071,43,6883.68,92556,319,36,1,1.0
85072,23,8203.26,94134,697,5,2,0.0
85073,37,7315.33,90731,848,18,4,1.0
85074,30,15870.8,92461,747,27,5,1.0
85075,35,9688.67,95343,699,44,2,1.0
85076,31,11056.18,94790,443,40,5,1.0
85077,27,12248.81,90775,747,2,3,0.0
85078,21,4623.24,95581,797,18,4,0.0
85079,31,7388.29,94651,670,13,1,1.0
85080,31,11113.5,93611,351,37,2,1.0
85081,31,14675.01,92681,353,32,2,1.0
85082,25,9336.42,96072,308,38,4,0.0
85083,30,13639.06,90974,394,14,5,1.0
85084,28,16497.44,92752,746,11,3,0.0
85085,32,7417.51,94115,628,17,3,1.0
85086,33,11799.96,90512,471,41,4,1.0
85087,30,13139.9,93432,634,16,5,1.0
85088,29,10601.47,92785,629,2,5,0.0
85089,28,6397.88,96066,610,14,1,0.0
85090,30,12303.06,95254,762,4,3,1.0
85091,18,10191.05,90672,600,35,5,1.0
85092,31,10278.1,92380,654,11,2,1.0
85093,27,5621.89,92093,566,1,4,0.0
85094,43,14043.71,93889,485,1,1,1.0
85095,35,3161.96,90968,553,42,1,1.0
85096,27,10551.2,90554,815,3,3,0.0
85097,21,3577.51,95524,692,37,4,0.0
85098,40,8330.56,93838,748,27,4,1.0
85099,29,2335.98,92334,600,33,1,0.0
85100,19,4013.16,92885,600,30,1,0.0
85101,30,15009.32,95165,425,10,5,1.0
85102,20,16636.47,94246,547,33,4,0.0
85103,39,9397.45,90974,495,24,5,1.0
85104,39,6141.22,95901,843,12,2,1.0
85105,34,18729.28,91160,580,21,5,1.0
85106,29,9807.64,96087,823,6,5,0.0
85107,31,13805.44,94493,767,18,4,1.0
85108,42,7842.22,90441,848,4,1,1.0
85109,37,12008.95,90951,741,40,3,1.0
85110,23,6126.58,90919,438,12,1,0.0
85111,22,3803.78,91017,397,11,3,0.0
85112,29,5963.25,94108,609,38,4,0.0
85113,39,12967.23,94236,559,33,2,1.0
85114,23,13518.41,94613,665,17,1,0.0
85115,36,11336.45,92799,362,45,4,1.0
85116,41,10882.54,93213,721,1,4,1.0
85117,39,13027.18,93878,537,13,2,1.0
85118,35,12170.09,93112,612,2,5,1.0
85119,20,6858.63,91517,500,19,1,0.0
85120,34,10709.11,92087,557,1,4,1.0
85121,39,10657.89,90066,317,15,5,1.0
85122,18,15042.62,91141,560,9,3,1.0
85123,26,13280.59,91393,816,17,4,0.0
85124,39,11120.17,95290,725,40,4,1.0
85125,27,7123.29,90551,696,35,5,0.0
85126,27,9276.2,92022,388,36,2,0.0
85127,19,11945.11,92378,460,2,3,0.0
85128,25,7692.02,92360,752,25,5,0.0
85129,23,5829.37,96092,577,17,2,0.0
85130,33,10452.29,90099,614,25,2,1.0
85131,35,6984.39,90169,808,28,4,1.0
85132,40,10959.59,96140,413,9,1,1.0
85133,39,11588.33,91748,709,5,4,1.0
85134,31,8788.95,95628,463,1,3,1.0
85135,42,9204.62,95256,520,12,5,1.0
85136,43,8719.36,95183,835,15,2,1.0
85137,37,12859.62,91036,456,23,2,1.0
85138,22,15415.58,92131,764,42,3,0.0
85139,28,7142.82,91896,347,20,4,0.0
85140,37,11488.67,91674,773,19,3,1.0
85141,34,5920.57,92132,780,23,1,1.0
85142,29,13477.48,95173,734,44,1,0.0
85143,41,9290.78,92648,700,35,2,1.0
85144,27,3791.61,90071,413,43,5,0.0
85145,35,6437.07,95464,312,40,4,1.0
85146,30,10604.46,95843,724,24,1,1.0
85147,27,11077.43,92899,840,45,3,0.0
85148,32,9760.36,93938,464,36,5,1.0
85149,28,13247.16,90608,361,31,1,0.0
85150,42,2188.44,93867,602,8,3,1.0
85151,35,13191.03,90549,816,2,3,1.0
85152,32,11012.04,93700,338,3,3,1.0
85153,35,9637.38,90901,544,19,2,1.0
85154,25,13754.29,90464,728,35,5,0.0
85155,19,8371.62,92824,709,35,1,0.0
85156,35,6799.38,94478,477,6,4,1.0
85157,40,10168.02,94149,412,45,4,1.0
85158,20,10455.5,94279,424,35,5,0.0
85159,38,8648.87,91249,378,8,1,1.0
85160,25,7649.35,94479,310,10,2,0.0
85161,39,16761.73,94615,398,24,1,1.0
85162,36,11561.96,93782,471,35,3,1.0
85163,37,3910.85,96148,593,31,5,1.0
85164,40,8384.42,93693,501,4,2,1.0
85165,31,13214.01,90112,761,39,1,1.0
85166,31,6624.7,92338,538,25,2,1.0
85167,41,13053.39,94563,451,23,4,1.0
85168,27,4448.39,90204,724,11,2,0.0
85169,23,8561.35,90351,844,1,2,0.0
85170,19,4914.02,94802,586,45,5,0.0
85171,27,11608.37,92021,688,37,4,0.0
85172,24,15819.04,92767,753,15,5,0.0
85173,24,9736.24,91047,799,32,2,0.0
85174,36,2692.56,92358,420,36,5,1.0
85175,26,9332.88,94845,590,38,3,0.0
85176,26,7650.77,94975,691,41,4,0.0
85177,28,2873.59,95288,678,24,2,0.0
85178,43,11373.09,94807,535,39,4,1.0
85179,39,8685.1,90151,594,4,1,1.0
85180,23,13172.0,93348,571,28,5,0.0
85181,41,2499.81,93348,670,2,1,1.0
85182,33,12389.19,93743,671,32,2,1.0
85183,24,13946.43,92373,363,14,4,0.0
85184,22,12293.15,94704,327,35,4,0.0
85185,25,11946.12,91716,329,13,2,0.0
85186,38,4859.84,92076,382,40,1,1.0
85187,45,5655.32,95866,398,20,2,1.0
85188,23,8003.82,90524,722,44,4,0.0
85189,42,7533.07,93185,437,38,1,1.0
85190,27,11861.78,90526,755,43,2,0.0
85191,23,5753.36,90865,305,19,5,0.0
85192,39,10717.07,90556,500,15,4,1.0
85193,18,3872.91,94479,708,33,3,1.0
85194,34,13352.5,90810,704,6,3,1.0
85195,40,17385.44,92460,321,12,3,1.0
85196,28,6932.88,93086,618,33,2,0.0
85197,36,10099.3,92007,483,25,2,1.0
85198,32,5554.56,94978,382,11,3,1.0
85199,30,11528.12,90243,305,26,3,1.0
85200,36,10481.81,90465,431,19,5,1.0
85201,19,14447.46,94393,677,10,2,0.0
85202,28,9010.28,92417,681,27,2,0.0
85203,35,11314.78,90803,449,10,4,1.0
85204,37,9834.95,90083,773,30,4,1.0
85205,24,8433.6,93809,771,27,5,0.0
85206,27,5821.89,91307,653,21,2,0.0
85207,44,11452.23,90643,561,40,2,1.0
85208,31,11907.19,93441,580,21,1,1.0
85209,29,4067.24,91341,375,16,5,0.0
85210,25,7685.73,93950,454,23,4,0.0
85211,33,7244.27,92553,516,19,5,1.0
85212,36,10998.57,93365,723,36,4,1.0
85213,24,5963.55,93608,721,5,5,0.0
85214,22,11808.8,93448,740,38,2,0.0
85215,36,9285.97,95399,470,16,1,1.0
85216,26,3407.47,95373,698,24,2,0.0
85217,31,15640.34,90007,774,25,4,1.0
85218,27,6381.28,94206,598,8,5,0.0
85219,26,7455.39,95851,395,1,1,0.0
85220,30,12720.93,90049,439,16,4,1.0
85221,25,12016.74,94274,630,24,2,0.0
85222,23,13049.22,90313,764,20,3,0.0
85223,26,1424.73,92316,768,9,4,0.0
85224,36,5240.48,95955,844,5,1,1.0
85225,25,11280.24,95345,830,18,4,0.0
85226,30,14601.93,93218,526,39,1,1.0
85227,31,11022.18,93152,621,14,5,1.0
85228,33,13370.27,90859,488,37,1,1.0
85229,39,8290.59,94161,342,38,5,1.0
85230,25,4104.31,95357,796,14,3,0.0
85231,29,11056.49,94533,790,9,1,0.0
85232,22,9445.31,94783,698,33,2,0.0
85233,23,16696.0,94241,433,43,4,0.0
85234,20,3009.99,93201,765,15,1,0.0
85235,33,5078.5,91707,423,18,4,1.0
85236,33,15578.09,94655,416,27,2,1.0
85237,27,8890.88,90958,659,38,5,0.0
85238,23,10235.71,93138,597,13,1,0.0
85239,34,4849.86,95624,625,6,5,1.0
85240,39,7676.03,94267,483,10,2,1.0
85241,29,9310.23,93170,720,6,3,0.0
85242,30,5436.58,95091,570,13,3,1.0
85243,29,10846.8,91404,318,30,3,0.0
85244,39,7216.8,94889,761,22,3,1.0
85245,32,7187.41,90872,797,27,5,1.0
85246,34,11872.59,95336,544,29,2,1.0
85247,42,8817.48,94244,333,2,3,1.0
85248,25,14411.86,94822,371,8,3,0.0
85249,45,2163.0,92564,777,8,2,1.0
85250,27,11349.88,91168,764,20,4,0.0
85251,42,11184.68,91008,367,43,4,1.0
85252,28,15475.75,93113,453,42,2,0.0
85253,18,6322.78,90899,330,35,1,1.0
85254,27,8030.23,95736,463,7,4,0.0
85255,26,5084.83,90525,580,27,4,0.0
85256,33,7048.73,94983,377,30,2,1.0
85257,34,10579.72,95303,482,36,3,1.0
85258,42,10380.27,90580,498,32,3,1.0
85259,44,8113.1,91741,559,37,2,1.0
85260,32,5885.76,92736,652,17,1,1.0
85261,30,6048.01,95719,500,9,2,1.0
85262,32,8345.15,94758,302,36,1,1.0
85263,35,7458.44,95525,537,37,2,1.0
85264,29,9091.39,95430,526,29,2,0.0
85265,34,8410.26,94565,352,28,2,1.0
85266,31,14096.9,90063,584,31,2,1.0
85267,31,12395.28,93662,696,27,4,1.0
85268,33,8109.54,95706,638,23,3,1.0
85269,42,4863.91,94565,655,35,3,1.0
85270,22,8025.3,90060,635,12,2,0.0
85271,21,12156.83,90741,761,30,3,0.0
85272,18,12716.46,91993,384,3,1,1.0
85273,26,10962.18,95990,557,41,3,0.0
85274,34,14393.69,93814,331,30,3,1.0
85275,30,16066.91,93355,714,19,1,1.0
85276,28,7877.93,94628,448,8,1,0.0
85277,28,10814.47,94905,385,6,3,0.0
85278,20,11316.29,94956,562,23,4,0.0
85279,29,2771.77,96006,459,33,5,0.0
85280,37,10691.15,90362,821,44,1,1.0
85281,20,16030.59,94411,686,11,3,0.0
85282,32,11776.31,94127,705,5,4,1.0
85283,21,7717.77,95881,345,19,5,0.0
85284,40,10040.92,92517,348,38,2,1.0
85285,31,6500.99,90779,793,40,1,1.0
85286,43,11945.13,91463,553,20,4,1.0
85287,41,9571.33,91208,454,25,1,1.0
85288,37,4447.97,95065,419,12,4,1.0
85289,22,6474.86,94403,430,1,3,0.0
85290,44,12402.74,92190,316,45,3,1.0
85291,20,10242.11,92071,738,20,1,0.0
85292,41,5478.84,90545,538,23,2,1.0
85293,27,8521.8,91620,655,7,5,0.0
85294,29,12921.19,95250,597,31,1,0.0
85295,19,5720.28,92618,423,31,5,0.0
85296,35,7136.24,95241,440,19,5,1.0
85297,42,5712.76,95651,377,22,4,1.0
85298,40,10304.89,92464,823,41,3,1.0
85299,36,12866.19,91084,710,2,3,1.0
85300,19,13622.28,95404,738,36,1,0.0
85301,36,8835.71,95527,674,27,2,1.0
85302,20,6431.07,95875,551,42,3,0.0
85303,29,5659.2,93294,760,10,2,0.0
85304,21,5503.33,95892,319,10,3,0.0
85305,26,14371.11,90229,579,32,1,0.0
85306,22,7482.6,90407,665,18,4,0.0
85307,19,3159.71,92024,440,31,1,0.0
85308,30,9753.51,94756,626,11,5,1.0
85309,29,13447.95,93478,684,18,4,0.0
85310,39,13964.8,90999,836,40,5,1.0
85311,19,12104.7,90605,583,4,1,0.0
85312,24,12502.62,91786,641,12,5,0.0
85313,39,10719.68,92104,826,45,1,1.0
85314,24,11266.55,92761,316,33,2,0.0
85315,22,9693.18,94348,377,2,3,0.0
85316,20,6168.92,90530,350,25,4,0.0
85317,41,5630.74,95304,404,44,3,1.0
85318,24,9251.8,93163,706,28,3,0.0
85319,33,7605.73,92918,724,3,3,1.0
85320,22,6625.88,93846,626,44,5,0.0
85321,31,5632.56,93151,488,4,5,1.0
85322,21,5263.17,93115,411,25,4,0.0
85323,28,15227.1,95958,683,24,1,0.0
85324,30,2178.62,92974,517,15,5,1.0
85325,33,7224.52,92565,439,32,1,1.0
85326,36,6885.41,93776,546,30,2,1.0
85327,31,3871.11,92979,434,28,5,1.0
85328,32,4417.87,96113,392,27,2,1.0
85329,26,6413.96,95105,647,40,4,0.0
85330,22,4585.17,91528,555,2,2,0.0
85331,20,11625.11,92335,565,39,4,0.0
85332,26,8224.16,91085,557,44,2,0.0
85333,19,9434.53,95121,812,32,3,0.0
85334,26,12197.6,90510,552,12,3,0.0
85335,39,13855.1,93769,353,32,5,1.0
85336,25,3954.38,93738,533,6,5,0.0
85337,33,15037.57,92865,375,6,1,1.0
85338,34,6706.96,92288,364,38,4,1.0
85339,37,14205.06,92297,349,30,2,1.0
85340,29,7420.64,93970,586,12,1,0.0
85341,21,11867.08,93836,355,44,3,0.0
85342,29,5930.46,94359,793,16,4,0.0
85343,29,10669.16,93060,359,35,2,0.0
85344,21,16331.75,94489,370,6,1,0.0
85345,43,8759.74,96013,794,28,1,1.0
85346,21,13609.15,93017,629,37,2,0.0
85347,27,15337.86,92034,511,39,2,0.0
85348,44,5766.34,95619,842,4,1,1.0
85349,42,8866.56,92435,602,35,1,1.0
85350,20,14965.66,90307,726,33,1,0.0
85351,30,5334.39,95444,680,21,5,1.0
85352,40,5678.24,94269,429,28,5,1.0
85353,19,8940.25,94081,375,8,5,0.0
85354,40,11240.04,93080,649,29,5,1.0
85355,27,2824.31,93770,560,35,5,0.0
85356,23,4996.43,92896,730,9,2,0.0
85357,18,8686.86,92667,476,41,4,1.0
85358,41,12745.47,91662,499,11,2,1.0
85359,41,13250.73,92297,805,42,5,1.0
85360,20,9531.4,91948,811,26,5,0.0
85361,39,6922.39,93301,597,10,3,1.0
85362,33,11475.63,94006,461,32,4,1.0
85363,19,12118.25,95583,457,14,5,0.0
85364,22,5968.16,90776,816,8,3,0.0
85365,26,8158.44,92444,775,44,1,0.0
85366,41,5304.01,95972,383,17,4,1.0
85367,42,8903.4,94478,702,8,4,1.0
85368,26,13762.64,91271,690,24,3,0.0
85369,26,14132.54,90114,657,12,1,0.0
85370,30,10953.67,94391,573,14,5,1.0
85371,43,8877.21,91713,403,45,3,1.0
85372,38,8974.95,95003,497,15,2,1.0
85373,35,5647.89,95050,643,40,3,1.0
85374,38,11391.76,94481,665,9,3,1.0
85375,27,9469.98,90836,446,23,5,0.0
85376,23,9644.15,92780,418,28,2,0.0
85377,28,8852.48,95946,354,1,4,0.0
85378,25,12254.11,91315,504,30,1,0.0
85379,30,8737.72,90131,700,7,2,1.0
85380,36,14312.69,93943,454,8,5,1.0
85381,29,18308.38,91215,817,11,3,0.0
85382,20,10903.75,90145,528,4,1,0.0
85383,25,6221.89,91517,658,22,4,0.0
85384,39,11822.21,90559,393,5,5,1.0
85385,35,10894.94,90771,336,16,2,1.0
85386,25,11539.24,94574,848,19,1,0.0
85387,24,9900.82,96038,483,44,4,0.0
85388,39,7049.81,93928,496,24,4,1.0
85389,44,7963.66,94009,379,4,5,1.0
85390,24,8238.11,94377,632,21,4,0.0
85391,31,12738.18,91891,350,1,2,1.0
85392,39,10788.97,91482,639,10,3,1.0
85393,34,15490.98,94679,805,36,5,1.0
85394,28,8589.71,93631,398,34,3,0.0
85395,28,15605.99,90213,594,17,4,0.0
85396,31,9040.81,92570,535,20,3,1.0
85397,31,6665.47,90420,337,38,2,1.0
85398,40,10896.86,93564,677,17,3,1.0
85399,31,9320.07,92402,316,15,4,1.0
85400,44,14875.45,92562,713,1,2,1.0
85401,29,2925.19,91727,320,17,2,0.0
85402,23,16986.99,93072,353,2,5,0.0
85403,22,14730.62,96002,578,28,5,0.0
85404,35,10348.49,90191,524,40,1,1.0
85405,24,9835.69,93911,656,10,3,0.0
85406,31,11854.62,93137,600,35,2,1.0
85407,23,16010.41,91413,344,5,5,0.0
85408,35,4564.87,94892,478,35,4,1.0
85409,21,13236.72,90453,758,44,4,0.0
85410,44,1554.14,90813,507,3,1,1.0
85411,25,9969.13,93389,703,33,2,0.0
85412,19,13451.19,95499,753,4,3,0.0
85413,36,12705.45,95364,781,41,1,1.0
85414,35,1318.59,95136,462,10,4,1.0
85415,24,1152.57,91869,444,29,5,0.0
85416,40,13313.85,92830,392,44,3,1.0
85417,36,7612.71,93471,618,32,1,1.0
85418,28,7940.57,90402,403,34,5,0.0
85419,31,14309.94,94900,674,2,2,1.0
85420,36,12114.68,92573,481,17,3,1.0
85421,39,4570.98,93977,418,34,5,1.0
85422,25,16086.1,93962,658,28,4,0.0
85423,40,11337.43,91210,511,32,1,1.0
85424,31,18975.23,95053,428,3,1,1.0
85425,45,10525.3,90701,710,16,1,1.0
85426,28,10885.1,90971,545,6,1,0.0
85427,21,5950.77,91571,534,34,3,0.0
85428,36,19932.31,90955,847,17,1,1.0
85429,32,9658.72,95091,399,37,5,1.0
85430,31,10833.79,94377,810,10,3,1.0
85431,35,10318.27,94539,619,9,4,1.0
85432,28,11717.88,94525,832,32,5,0.0
85433,27,8583.53,94666,429,27,3,0.0
85434,24,11441.55,94261,776,44,2,0.0
85435,30,12523.42,93504,620,1,2,1.0
85436,37,1537.41,91223,491,23,2,1.0
85437,31,6100.83,91157,329,39,1,1.0
85438,24,14667.84,92662,822,13,1,0.0
85439,33,17260.28,95129,739,14,3,1.0
85440,28,13520.89,96070,377,36,5,0.0
85441,32,12785.12,92098,770,43,1,1.0
85442,30,4448.68,94804,426,19,1,1.0
85443,37,15294.58,94605,677,33,5,1.0
85444,27,11458.01,90624,495,15,4,0.0
85445,30,12174.41,91126,584,6,4,1.0
85446,40,11693.05,90809,777,4,1,1.0
85447,22,10918.53,90223,480,23,1,0.0
85448,30,8129.64,95627,383,7,1,1.0
85449,20,11942.7,94753,532,11,5,0.0
85450,44,3267.12,91738,693,43,4,1.0
85451,31,11809.55,95096,738,17,5,1.0
85452,26,9288.53,95756,488,18,3,0.0
85453,28,3695.99,92143,430,10,3,0.0
85454,45,10432.31,92892,824,9,3,1.0
85455,18,8058.17,90449,552,30,1,1.0
85456,24,2684.75,94337,364,36,2,0.0
85457,30,13563.54,90324,395,12,3,1.0
85458,35,13112.53,95898,576,8,3,1.0
85459,26,6352.71,92699,459,19,5,0.0
85460,40,7505.84,90887,493,16,4,1.0
85461,33,6570.1,93541,450,1,5,1.0
85462,29,10739.38,90771,665,30,5,0.0
85463,30,5820.18,91300,305,41,1,1.0
85464,22,5447.72,91332,350,34,5,0.0
85465,24,15342.17,90329,485,14,3,0.0
85466,35,10217.87,91793,330,2,2,1.0
85467,35,11597.6,91317,477,8,4,1.0
85468,23,17148.22,92983,534,20,4,0.0
85469,32,2193.37,96158,603,4,1,1.0
85470,37,8651.98,95775,728,17,1,1.0
85471,34,10784.07,92208,762,7,4,1.0
85472,19,10932.42,96051,556,12,5,0.0
85473,21,8755.51,94780,698,25,1,0.0
85474,31,12246.22,92225,450,9,1,1.0
85475,28,7699.1,91308,374,21,4,0.0
85476,37,10643.92,94401,314,16,5,1.0
85477,26,11691.89,92710,683,41,3,0.0
85478,43,13984.17,93696,333,26,4,1.0
85479,27,18238.79,94536,411,19,2,0.0
85480,31,15013.0,90022,582,5,4,1.0
85481,41,11462.56,95439,485,41,3,1.0
85482,32,7021.59,95105,820,27,5,1.0
85483,34,7607.22,92069,786,29,3,1.0
85484,21,11094.37,95097,519,12,1,0.0
85485,37,9449.73,93347,735,6,3,1.0
85486,29,11137.56,94509,754,9,3,0.0
85487,28,3220.2,93908,373,45,4,0.0
85488,24,6449.39,91251,355,33,5,0.0
85489,44,8533.43,93334,770,6,3,1.0
85490,42,5524.49,93276,846,17,4,1.0
85491,40,7511.03,90255,356,41,3,1.0
85492,26,15329.51,95373,528,19,3,0.0
85493,30,7605.14,90618,597,19,2,1.0
85494,21,16178.67,90097,375,23,3,0.0
85495,20,9728.72,95549,453,6,1,0.0
85496,35,7317.78,90862,477,25,5,1.0
85497,36,5199.24,90984,554,23,5,1.0
85498,32,17737.06,90764,655,20,1,1.0
85499,31,12930.41,95520,338,15,3,1.0
85500,38,3439.63,95692,753,21,1,1.0
85501,20,12702.33,91580,736,13,3,0.0
85502,24,13092.48,90669,420,29,3,0.0
85503,20,7083.25,91189,744,27,3,0.0
85504,26,10219.58,90638,302,29,3,0.0
85505,27,12153.84,93824,364,3,5,0.0
85506,43,4221.07,94369,449,12,5,1.0
85507,40,10369.8,94358,846,6,2,1.0
85508,33,15996.14,96057,345,20,3,1.0
85509,34,8290.15,90080,464,26,1,1.0
85510,41,8779.47,90751,467,34,2,1.0
85511,36,8573.08,92450,302,18,4,1.0
85512,25,7281.1,96141,748,6,3,0.0
85513,34,11310.49,91462,527,14,4,1.0
85514,37,10942.63,91666,655,16,3,1.0
85515,32,16540.07,91485,708,17,2,1.0
85516,37,8789.7,93888,336,6,4,1.0
85517,28,11933.22,90708,822,22,3,0.0
85518,24,10265.42,90901,490,10,5,0.0
85519,29,14388.91,92663,401,26,5,0.0
85520,29,11477.54,96056,594,19,2,0.0
85521,19,10278.57,95519,445,3,3,0.0
85522,35,7090.38,94331,650,28,1,1.0
85523,20,5287.61,91355,509,12,2,0.0
85524,37,14436.8,95805,848,25,3,1.0
85525,34,12564.4,95675,514,44,4,1.0
85526,23,10492.99,93692,495,37,5,0.0
85527,32,5946.15,91774,727,12,1,1.0
85528,22,13398.38,94389,390,5,4,0.0
85529,25,10030.53,92228,710,9,5,0.0
85530,45,13046.55,92349,771,43,1,1.0
85531,40,9889.72,94581,422,11,1,1.0
85532,30,9843.06,91994,839,15,1,1.0
85533,31,7513.58,90882,460,23,4,1.0
85534,31,14313.97,93653,768,23,3,1.0
85535,36,10743.11,90293,683,40,4,1.0
85536,28,11087.92,93597,713,5,1,0.0
85537,20,13487.96,94421,817,33,4,0.0
85538,22,11290.76,94958,304,38,5,0.0
85539,23,11692.71,94789,319,11,3,0.0
85540,34,7461.65,90153,633,34,4,1.0
85541,40,8969.5,94487,538,33,1,1.0
85542,41,3147.52,91598,435,23,4,1.0
85543,19,14519.85,90422,796,6,3,0.0
85544,22,7468.41,94943,699,44,2,0.0
85545,41,5542.39,95989,708,39,2,1.0
85546,37,15882.93,90897,668,33,2,1.0
85547,21,7052.2,94208,817,6,5,0.0
85548,23,11694.58,91429,349,17,3,0.0
85549,21,4914.31,93368,666,38,1,0.0
85550,30,6907.63,95129,425,34,3,1.0
85551,28,13582.18,94284,535,41,2,0.0
85552,29,4165.19,95614,836,28,1,0.0
85553,39,9991.01,92113,350,36,2,1.0
85554,27,8272.74,94500,454,33,5,0.0
85555,27,4172.56,94088,521,12,3,0.0
85556,21,11074.57,94378,819,20,4,0.0
85557,25,7862.58,91484,656,29,5,0.0
85558,45,15353.9,95131,320,39,4,1.0
85559,33,9564.7,95658,637,41,3,1.0
85560,33,12616.98,93130,655,41,4,1.0
85561,36,4128.16,91567,680,30,4,1.0
85562,26,19650.83,95284,387,32,5,0.0
85563,30,4797.42,95132,370,38,4,1.0
85564,32,13268.32,94163,517,4,1,1.0
85565,28,13600.37,92420,642,37,3,0.0
85566,40,10976.96,93566,811,15,5,1.0
85567,27,11388.16,91141,767,30,3,0.0
85568,20,13594.43,94879,394,24,2,0.0
85569,23,12443.36,94411,318,19,4,0.0
85570,35,8627.43,92446,385,12,5,1.0
85571,38,9562.01,93319,537,20,3,1.0
85572,28,3503.88,91448,761,35,5,0.0
85573,33,17239.91,90082,457,11,5,1.0
85574,28,4744.71,90878,498,17,5,0.0
85575,21,10384.98,92855,543,15,2,0.0
85576,28,11970.22,91552,429,7,5,0.0
85577,36,19314.39,95842,583,7,3,1.0
85578,40,13153.36,92289,441,33,4,1.0
85579,40,9378.82,95359,588,35,3,1.0
85580,33,4914.52,92524,709,36,5,1.0
85581,36,15954.16,93251,330,2,2,1.0
85582,34,8157.85,90932,501,39,2,1.0
85583,35,7028.99,95190,357,41,1,1.0
85584,28,7689.32,92710,731,39,5,0.0
85585,32,13076.05,90950,502,44,4,1.0
85586,36,8286.2,91278,753,10,5,1.0
85587,28,17179.71,95992,461,42,5,0.0
85588,27,7789.0,90861,653,42,1,0.0
85589,35,16425.92,91822,739,19,2,1.0
85590,27,12245.53,91262,576,26,3,0.0
85591,42,8863.29,95850,637,22,5,1.0
85592,31,6038.29,94078,629,33,5,1.0
85593,22,1955.01,91046,453,38,2,0.0
85594,41,15784.24,93352,577,12,3,1.0
85595,41,12148.37,93498,809,36,1,1.0
85596,19,11598.07,92719,703,16,3,0.0
85597,34,4544.39,91466,503,3,1,1.0
85598,40,16424.53,90539,615,27,1,1.0
85599,40,11169.52,94233,356,16,2,1.0
85600,44,12413.7,94426,402,27,1,1.0
85601,35,8308.78,91261,421,11,4,1.0
85602,22,11258.87,90256,374,8,2,0.0
85603,40,8054.34,94181,349,27,3,1.0
85604,24,18592.74,91474,562,28,4,0.0
85605,23,8182.82,94333,519,30,2,0.0
85606,34,15534.99,94329,794,35,5,1.0
85607,40,6301.22,93426,578,23,4,1.0
85608,20,10181.8,92195,648,41,2,0.0
85609,45,14200.7,94676,525,27,4,1.0
85610,33,5754.72,92344,682,34,2,1.0
85611,39,15045.31,91558,663,8,2,1.0
85612,25,5153.47,94281,620,23,1,0.0
85613,26,13342.56,91778,337,36,2,0.0
85614,23,12415.82,90797,301,33,5,0.0
85615,39,9947.98,91595,510,39,1,1.0
85616,40,16106.86,90242,699,19,3,1.0
85617,39,8998.5,90324,736,17,5,1.0
85618,31,9888.02,92815,487,27,1,1.0
85619,40,9387.75,90397,542,7,4,1.0
85620,21,8274.83,91108,392,5,1,0.0
85621,43,11940.27,92257,840,36,5,1.0
85622,22,6868.23,94826,718,20,1,0.0
85623,31,14138.37,94442,722,2,4,1.0
85624,32,9048.32,90507,848,22,4,1.0
85625,34,8416.01,94723,408,21,5,1.0
85626,28,12577.16,92297,370,39,1,0.0
85627,33,8156.92,93090,597,4,5,1.0
85628,35,8554.55,90947,674,41,4,1.0
85629,19,8296.34,91131,320,13,4,0.0
85630,35,11181.5,94427,442,3,4,1.0
85631,30,12978.11,94523,341,41,1,1.0
85632,23,11123.9,95897,592,35,1,0.0
85633,26,13246.31,95290,810,38,2,0.0
85634,29,11559.44,91253,778,8,4,0.0
85635,21,5519.48,94507,426,10,5,0.0
